"state","city","revenue"
AC,brasileia,59.7
AC,cruzeiro do sul,957.79
AC,epitaciolandia,92.34
AC,manoel urbano,194.99
AC,porto acre,74.9
AC,rio branco,13904.32
AC,senador guiomard,409.98
AC,xapuri,288.93
AL,agua branca,63.8
AL,anadia,379.89
AL,arapiraca,8728.71
AL,atalaia,89.58
AL,barra de santo antonio,567.0
AL,barra de sao miguel,155.98
AL,batalha,214.79
AL,belem,568.99
AL,boca da mata,219.73
AL,cajueiro,99.9
AL,campo alegre,919.1
AL,canapi,230.0
AL,coite do noia,89.9
AL,colonia leopoldina,477.98
AL,coruripe,1222.3
AL,delmiro gouveia,1125.8
AL,dois riachos,104.99
AL,feliz deserto,309.89
AL,girau do ponciano,39.9
AL,ibateguara,75.9
AL,igaci,319.89
AL,igreja nova,208.0
AL,inhapi,979.9
AL,jequia da praia,251.91
AL,junqueiro,360.89
AL,lagoa da canoa,160.99
AL,luziapolis,129.99
AL,maceio,44652.49
AL,mar vermelho,519.98
AL,maragogi,1897.05
AL,maravilha,214.8
AL,marechal deodoro,349.9
AL,maribondo,49.9
AL,mata grande,378.65
AL,matriz de camaragibe,64.0
AL,monteiropolis,159.9
AL,murici,49.9
AL,novo lino,79.9
AL,olho d'agua das flores,254.48
AL,palmeira dos indios,1094.41
AL,paripueira,349.9
AL,passo de camaragibe,41.98
AL,pau d'arco,92.9
AL,paulo jacinto,368.89
AL,penedo,1239.87
AL,piacabucu,228.9
AL,pilar,99.7
AL,pindoba,432.0
AL,porto calvo,323.39
AL,porto de pedras,179.9
AL,rio largo,562.71
AL,santa luzia do norte,23.8
AL,santana do ipanema,249.9
AL,santana do mundau,1052.8
AL,sao bras,29.9
AL,sao jose da laje,219.9
AL,sao jose da tapera,109.9
AL,sao luis do quitunde,239.3
AL,sao miguel dos campos,813.36
AL,sao sebastiao,2159.98
AL,satuba,333.73
AL,tanque d'arca,578.0
AL,taquarana,146.99
AL,teotonio vilela,2168.68
AL,traipu,42.99
AL,uniao dos palmares,259.99
AL,vicosa,21.9
AM,coari,1190.65
AM,humaita,285.85
AM,itacoatiara,57.98
AM,manaus,20652.56
AM,urucurituba,169.8
AP,laranjal do jari,318.8
AP,macapa,11451.92
AP,oiapoque,385.0
AP,porto grande,29.99
AP,santana,1202.64
AP,vitoria do jari,85.95
BA,abaira,157.99
BA,abare,185.19
BA,abrantes,678.0
BA,acajutiba,28.89
BA,adustina,74.8
BA,alagoinhas,6249.23
BA,alcobaca,1289.78
BA,amargosa,54.99
BA,amelia rodrigues,372.39
BA,america dourada,169.9
BA,anage,63.8
BA,andarai,79.9
BA,andorinha,691.1
BA,angical,269.9
BA,anguera,99.0
BA,antonio cardoso,369.89
BA,antonio goncalves,34.9
BA,apora,44.9
BA,aracatu,75.99
BA,araci,277.87
BA,aramari,167.4
BA,arataca,795.0
BA,arembepe,429.7
BA,aribice,42.0
BA,arraial d ajuda,72.62
BA,arraial d'ajuda,779.42
BA,baianopolis,416.3
BA,baixa grande,44.0
BA,banzae,99.99
BA,barra,143.9
BA,barra da estiva,860.57
BA,barra do choca,799.0
BA,barra do mendes,323.99
BA,barra do tarrachil,272.9
BA,barreiras,11162.63
BA,barro alto,91.99
BA,barro preto,118.8
BA,barrocas,99.99
BA,belmonte,37.99
BA,belo campo,174.47
BA,biritinga,120.0
BA,bom jesus da lapa,2829.63
BA,bom jesus da serra,279.89
BA,boninal,717.7
BA,bonito,378.8
BA,boquira,69.9
BA,botupora,325.0
BA,brejoes,124.9
BA,brejolandia,13.98
BA,brotas de macaubas,168.0
BA,brumado,2748.75
BA,buerarema,1420.8
BA,buritirama,251.9
BA,cabaceiras do paraguacu,31.9
BA,cachoeira,479.79
BA,cacule,529.78
BA,caem,57.9
BA,caetite,1892.3
BA,cairu,58.99
BA,caldas do jorro,370.0
BA,caldeirao grande,354.8
BA,camacan,1134.67
BA,camacari,7294.22
BA,camamu,1506.82
BA,campo alegre de lourdes,99.99
BA,campo formoso,3419.13
BA,canapolis,13.65
BA,canarana,107.9
BA,canavieiras,799.8
BA,candeal,144.99
BA,candeias,1214.17
BA,candido sales,396.79
BA,cansancao,766.96
BA,canudos,174.9
BA,capela do alto alegre,39.99
BA,capim grosso,547.89
BA,caraibas,235.9
BA,caravelas,356.4
BA,carinhanha,348.9
BA,carnaiba do sertao,54.98
BA,casa nova,1126.19
BA,castro alves,58.9
BA,catu,1486.97
BA,catu de abrantes,1135.99
BA,caturama,84.99
BA,central,119.5
BA,chorrocho,49.9
BA,cicero dantas,3010.05
BA,cipo,179.0
BA,coaraci,1201.88
BA,cocos,49.99
BA,conceicao da feira,603.99
BA,conceicao do almeida,99.0
BA,conceicao do coite,997.89
BA,conceicao do jacuipe,177.89
BA,conde,819.0
BA,condeuba,56.99
BA,coracao de maria,279.9
BA,cordeiros,322.75
BA,coribe,654.97
BA,coronel joao sa,587.99
BA,correntina,130.99
BA,cotegipe,84.99
BA,cravolandia,139.9
BA,crisopolis,214.6
BA,cristopolis,63.41
BA,cruz das almas,2044.14
BA,curaca,308.9
BA,dario meira,138.99
BA,dias d avila,45.0
BA,dias d'avila,2493.44
BA,dom basilio,100.28
BA,dom macedo costa,55.9
BA,elisio medrado,79.82
BA,entre rios,1103.4
BA,erico cardoso,8.09
BA,esplanada,1660.9
BA,euclides da cunha,524.18
BA,eunapolis,6924.81
BA,fatima,451.9
BA,feira de santana,27728.19
BA,filadelfia,79.9
BA,formosa do rio preto,1398.13
BA,gandu,417.7
BA,gentio do ouro,98.7
BA,gongogi,29.99
BA,governador mangabeira,98.0
BA,guanambi,4589.57
BA,guaratinga,42.99
BA,heliopolis,149.0
BA,humildes,249.99
BA,iacu,285.8
BA,ibiajara,45.0
BA,ibiassuce,164.5
BA,ibicarai,424.88
BA,ibicoara,299.2
BA,ibipeba,61.7
BA,ibipitanga,349.98
BA,ibiraja,277.95
BA,ibirapua,122.99
BA,ibirataia,52.8
BA,ibitiara,118.9
BA,ibitira,399.0
BA,ibitita,1450.0
BA,ibotirama,3032.39
BA,ichu,160.98
BA,igapora,39.99
BA,igrapiuna,29.99
BA,iguai,535.99
BA,ilheus,8906.74
BA,inhambupe,1117.78
BA,ipecaeta,23.4
BA,ipiau,787.21
BA,ipira,3332.68
BA,ipupiara,495.0
BA,iramaia,154.9
BA,iraquara,390.8
BA,irara,171.89
BA,irece,1729.52
BA,itabatan,154.98
BA,itabela,423.89
BA,itaberaba,1089.16
BA,itabuna,7874.55
BA,itacare,841.39
BA,itagi,111.89
BA,itagiba,126.89
BA,itagimirim,129.9
BA,itaguacu da bahia,249.7
BA,itaju do colonia,39.9
BA,itajuipe,734.49
BA,itamaraju,1474.13
BA,itamari,268.98
BA,itambe,368.6
BA,itamira,55.9
BA,itanhem,230.0
BA,itaparica,168.49
BA,itape,230.0
BA,itapetinga,2727.12
BA,itapicuru,137.33
BA,itapitanga,205.7
BA,itarantim,478.97
BA,itatim,312.69
BA,itirucu,653.28
BA,itiuba,272.89
BA,itororo,619.2
BA,ituacu,398.5
BA,itubera,100.73
BA,jacaraci,911.79
BA,jacobina,7079.66
BA,jacuipe,13.98
BA,jaguaquara,192.4
BA,jandaira,59.99
BA,jaua,149.9
BA,jequie,4687.84
BA,jeremoabo,922.08
BA,jiquirica,499.99
BA,joao dourado,19.9
BA,juazeiro,7677.28
BA,jucurucu,409.98
BA,jussari,139.99
BA,jussiape,37.0
BA,lagoa real,410.0
BA,lamarao,59.0
BA,lauro de freitas,8954.88
BA,lencois,218.0
BA,livramento de nossa senhora,655.54
BA,luis eduardo magalhaes,8442.87
BA,macaubas,873.37
BA,madre de deus,633.32
BA,maiquinique,119.4
BA,mairi,913.0
BA,mansidao,49.0
BA,maracas,703.64
BA,maragogipe,152.8
BA,mascote,122.4
BA,mata de sao joao,1382.55
BA,medeiros neto,660.24
BA,miguel calmon,616.64
BA,milagres,502.54
BA,monte gordo,314.9
BA,monte santo,23.21
BA,morpara,357.12
BA,morro de sao paulo,691.96
BA,morro do chapeu,557.57
BA,mucuge,256.99
BA,mucuri,2203.67
BA,mundo novo,129.0
BA,muquem do sao francisco,61.32
BA,muritiba,159.49
BA,mutuipe,448.79
BA,nazare,419.84
BA,nova canaa,156.9
BA,nova fatima,143.8
BA,nova redencao,19.9
BA,nova soure,255.52
BA,nova vicosa,205.99
BA,nucleo residencial pilar,2024.35
BA,olindina,226.79
BA,oliveira dos brejinhos,138.9
BA,palmeiras,174.95
BA,paramirim,407.68
BA,paripiranga,77.71
BA,pau brasil,239.2
BA,paulo afonso,6492.59
BA,pedrao,325.0
BA,piata,80.98
BA,pilao arcado,279.87
BA,pindai,134.8
BA,pindobacu,169.9
BA,pintadas,449.8
BA,pirai do norte,29.49
BA,piripa,71.99
BA,piritiba,484.69
BA,planaltino,191.8
BA,planalto,91.0
BA,pocoes,308.99
BA,pojuca,1481.09
BA,ponto novo,360.0
BA,porto seguro,12890.09
BA,posto da mata,530.98
BA,potiragua,495.97
BA,prado,1090.79
BA,presidente dutra,194.8
BA,presidente janio quadros,149.9
BA,presidente tancredo neves,234.68
BA,queimadas,834.45
BA,quijingue,228.09
BA,quixabeira,216.94
BA,remanso,369.69
BA,retirolandia,89.9
BA,riachao das neves,206.89
BA,riachao do jacuipe,2502.4
BA,riacho de santana,1194.7
BA,ribeira do amparo,45.0
BA,ribeira do pombal,618.19
BA,rio de contas,226.7
BA,rio do antonio,259.0
BA,rio do pires,552.8
BA,rio real,386.0
BA,rodelas,404.9
BA,ruy barbosa,662.96
BA,salinas da margarida,55.0
BA,salobro,72.2
BA,salvador,181234.82
BA,santa brigida,84.9
BA,santa cruz cabralia,515.88
BA,santa ines,293.9
BA,santa maria da vitoria,1710.55
BA,santa teresinha,287.0
BA,santaluz,274.89
BA,santana,197.3
BA,santana do sobrado,36.9
BA,santo amaro,1805.93
BA,santo antonio de jesus,4361.85
BA,santo estevao,979.81
BA,sao desiderio,125.0
BA,sao domingos,165.31
BA,sao felipe,747.9
BA,sao felix,27.9
BA,sao felix do coribe,226.0
BA,sao francisco do conde,276.8
BA,sao jose da vitoria,175.65
BA,sao miguel das matas,169.94
BA,sao sebastiao do passe,399.89
BA,sapeacu,246.79
BA,satiro dias,24.5
BA,saubara,179.9
BA,saude,119.4
BA,seabra,982.5
BA,senhor do bonfim,2557.28
BA,sento se,53.99
BA,serra do ramalho,317.09
BA,serra dourada,197.14
BA,serrinha,2039.14
BA,serrolandia,371.9
BA,simoes filho,4671.48
BA,sitio do quinto,97.89
BA,sobradinho,592.69
BA,tabocas do brejo velho,139.88
BA,taboquinhas,289.0
BA,tanhacu,528.78
BA,tanque novo,329.59
BA,tapiramuta,1298.99
BA,teixeira de freitas,3439.17
BA,teodoro sampaio,64.9
BA,teofilandia,183.88
BA,teolandia,167.8
BA,trancoso,754.2
BA,tucano,748.69
BA,uaua,519.0
BA,ubaira,704.79
BA,ubaitaba,517.23
BA,ubata,144.0
BA,uibai,549.98
BA,umburanas,99.9
BA,una,488.78
BA,urandi,707.94
BA,urucuca,195.9
BA,utinga,463.78
BA,valenca,6373.59
BA,valente,3209.58
BA,varzea do poco,56.99
BA,varzea nova,86.0
BA,varzedo,39.9
BA,vera cruz,1243.52
BA,vereda,309.4
BA,vitoria da conquista,16497.2
BA,wagner,119.9
BA,wanderley,288.98
BA,wenceslau guimaraes,110.0
BA,xique-xique,179.79
CE,abaiara,262.9
CE,acarau,1364.96
CE,acopiara,647.67
CE,aiuaba,109.7
CE,altaneira,369.6
CE,alto santo,622.89
CE,amanari,390.0
CE,amontada,45.9
CE,antonina do norte,76.8
CE,apuiares,339.89
CE,aquiraz,428.99
CE,aracati,2769.53
CE,aracoiaba,497.8
CE,araripe,268.6
CE,aratuba,343.9
CE,arneiroz,349.6
CE,assare,81.0
CE,aurora,367.69
CE,banabuiu,79.0
CE,barbalha,1302.98
CE,barreira,123.89
CE,barro,621.89
CE,baturite,447.97
CE,beberibe,1736.7
CE,bela cruz,270.0
CE,boa viagem,450.99
CE,brejo santo,1529.86
CE,camocim,1686.29
CE,campos sales,1543.9
CE,caninde,645.38
CE,capistrano,35.0
CE,caridade,99.9
CE,carire,144.79
CE,caririacu,454.0
CE,carius,477.88
CE,carnaubal,214.89
CE,cascavel,1035.66
CE,catarina,204.98
CE,caucaia,5856.66
CE,cedro,249.9
CE,chaval,150.0
CE,chorozinho,359.0
CE,coreau,29.99
CE,crateus,2407.76
CE,crato,3128.56
CE,croata,58.99
CE,cruz,1480.58
CE,deputado irapuan pinheiro,169.98
CE,dourado,199.9
CE,erere,188.0
CE,eusebio,2217.51
CE,flores,129.9
CE,forquilha,348.47
CE,fortaleza,96868.48
CE,fortim,179.0
CE,frecheirinha,175.09
CE,granja,460.68
CE,groairas,152.15
CE,guaiuba,695.0
CE,guaraciaba do norte,605.15
CE,guassusse,149.9
CE,hidrolandia,953.77
CE,horizonte,519.99
CE,ibiapina,237.79
CE,ibicuitinga,28.99
CE,icapui,454.25
CE,ico,1990.88
CE,iguatu,3538.29
CE,independencia,110.0
CE,ipaporanga,388.9
CE,ipaumirim,269.9
CE,ipu,379.88
CE,ipueiras,1547.29
CE,iracema,229.9
CE,iraucuba,189.89
CE,itaicaba,32.99
CE,itaitinga,606.89
CE,itapage,159.99
CE,itapaje,3198.68
CE,itapipoca,1341.08
CE,itapiuna,54.98
CE,itarema,72.9
CE,jaguaribara,98.0
CE,jaguaribe,663.98
CE,jaguaruana,1155.15
CE,jardim,392.65
CE,jijoca de jericoacoara,1130.9
CE,juazeiro do norte,7034.78
CE,jucas,325.0
CE,lages,59.0
CE,lagoa do mato,35.99
CE,lavras da mangabeira,827.88
CE,limoeiro do norte,1436.57
CE,madalena,132.9
CE,maracanau,5342.73
CE,maranguape,289.87
CE,marco,582.6
CE,massape,155.9
CE,mauriti,14.9
CE,meruoca,95.0
CE,milagres,334.0
CE,milha,207.9
CE,miraima,254.0
CE,missao velha,14.99
CE,missi,109.9
CE,mombaca,219.9
CE,monsenhor tabosa,329.8
CE,morada nova,1295.28
CE,morrinhos,917.8
CE,mucambo,119.9
CE,nova olinda,1490.8
CE,nova russas,1504.94
CE,novo oriente,231.98
CE,ocara,109.89
CE,oros,100.65
CE,pacajus,1262.59
CE,pacatuba,4317.98
CE,pacoti,149.8
CE,pacuja,339.95
CE,palhano,99.0
CE,paracuru,550.89
CE,paraipaba,558.97
CE,parambu,141.86
CE,pedra branca,36.89
CE,penaforte,479.89
CE,pentecoste,239.8
CE,pereiro,285.89
CE,pindoretama,37.55
CE,pires ferreira,18.95
CE,porteiras,16.55
CE,potengi,245.89
CE,quixada,2620.67
CE,quixelo,115.99
CE,quixeramobim,859.79
CE,quixere,1143.3
CE,redencao,1104.68
CE,reriutaba,1093.32
CE,russas,3843.87
CE,saboeiro,163.99
CE,santa quiteria,849.67
CE,santana do acarau,1376.89
CE,santana do cariri,839.8
CE,sao benedito,789.19
CE,sao goncalo do amarante,420.77
CE,sao luis do curu,173.9
CE,senador pompeu,585.94
CE,sobral,11308.94
CE,solonopole,729.89
CE,sucesso,352.9
CE,tabuleiro do norte,44.99
CE,taperuaba,55.49
CE,taua,933.13
CE,tiangua,2377.09
CE,trairi,457.0
CE,tururu,189.0
CE,ubajara,1178.9
CE,uruburetama,58.99
CE,uruoca,219.7
CE,varjota,748.97
CE,varzea alegre,140.29
CE,vicosa do ceara,18.95
DF,brasilia,300946.38
DF,ceilandia,49.9
DF,guara,88.79
DF,santa maria,16.9
DF,sobradinho,99.0
DF,taguatinga,429.1
ES,afonso claudio,1568.77
ES,agua doce do norte,365.48
ES,aguia branca,157.89
ES,alegre,2884.07
ES,alfredo chaves,902.71
ES,alto rio novo,266.5
ES,anchieta,1983.8
ES,angelo frechiani,25.32
ES,apiaca,434.28
ES,arace,413.4
ES,aracruz,4064.07
ES,araguaia,49.0
ES,atilio vivacqua,89.9
ES,baixo guandu,1399.1
ES,barra de sao francisco,740.66
ES,boa esperanca,1097.58
ES,bom jesus do norte,699.89
ES,braco do rio,101.49
ES,brejetuba,128.89
ES,cachoeiro de itapemirim,15771.73
ES,cariacica,17504.68
ES,castelo,1600.8
ES,celina,174.9
ES,colatina,6925.51
ES,conceicao da barra,306.87
ES,conceicao do castelo,507.83
ES,divino de sao lourenco,103.97
ES,domingos martins,1188.3
ES,dores do rio preto,411.76
ES,ecoporanga,881.92
ES,fundao,1072.68
ES,governador lindenberg,101.97
ES,guacui,3797.29
ES,guarapari,10544.41
ES,ibatiba,1518.78
ES,ibiracu,27.3
ES,iconha,315.74
ES,irupi,242.99
ES,itaguacu,1758.03
ES,itaipava,406.84
ES,itaoca,404.9
ES,itapemirim,372.7
ES,itarana,789.37
ES,iuna,131.0
ES,jacigua,134.49
ES,jaguare,1283.85
ES,jeronimo monteiro,284.0
ES,joao neiva,724.93
ES,laranja da terra,69.9
ES,linhares,12211.41
ES,mantenopolis,423.79
ES,marataizes,2907.27
ES,marechal floriano,559.64
ES,marilandia,1436.07
ES,mimoso do sul,687.37
ES,montanha,1586.54
ES,mucurici,259.8
ES,muniz freire,238.9
ES,muqui,485.48
ES,nova venecia,2439.9
ES,novo brasil,85.9
ES,pacotuba,50.9
ES,pancas,159.94
ES,paraju,79.9
ES,pedro canario,363.79
ES,piacu,166.99
ES,pinheiros,1024.32
ES,piuma,2216.18
ES,ponto belo,79.9
ES,praia grande,59.9
ES,presidente kennedy,238.65
ES,quilometro 14 do mutum,49.9
ES,rio bananal,225.26
ES,rio novo do sul,531.68
ES,santa leopoldina,89.9
ES,santa maria de jetiba,1888.97
ES,santa teresa,1117.36
ES,santo antonio do canaa,160.0
ES,sao domingos do norte,874.4
ES,sao gabriel da palha,1406.8
ES,sao joao de petropolis,27.99
ES,sao joao do sobrado,55.92
ES,sao jose do calcado,970.18
ES,sao mateus,6569.97
ES,sao roque do canaa,348.0
ES,serra,36357.33
ES,sooretama,317.36
ES,vargem alta,278.89
ES,vargem grande do soturno,89.9
ES,venda nova do imigrante,2647.83
ES,viana,3371.82
ES,vila nelita,119.9
ES,vila valerio,1369.4
ES,vila velha,47595.19
ES,vitoria,53160.79
GO,abadiania,949.99
GO,acreuna,1070.43
GO,agua fria de goias,152.0
GO,agua limpa,388.0
GO,aguas lindas de goias,2219.91
GO,alexania,466.67
GO,alto horizonte,233.91
GO,alto paraiso de goias,1367.34
GO,alvorada do norte,164.88
GO,americano do brasil,291.49
GO,anapolis,17179.78
GO,anicuns,661.93
GO,aparecida de goiania,14505.46
GO,apore,134.64
GO,aragarcas,156.88
GO,aragoiania,112.9
GO,araguapaz,120.9
GO,arenopolis,108.9
GO,aruana,144.8
GO,aurilandia,122.99
GO,barro alto,97.9
GO,bela vista de goias,608.66
GO,bom jardim de goias,10.0
GO,bom jesus,928.27
GO,bonfinopolis,441.87
GO,brazabrantes,53.5
GO,britania,89.99
GO,buriti alegre,29.99
GO,cabeceiras,14.9
GO,cachoeira alta,451.76
GO,cachoeira dourada,148.9
GO,cacu,982.68
GO,caiaponia,352.78
GO,caldas novas,5301.63
GO,campinacu,179.9
GO,campinorte,1244.69
GO,campo alegre de goias,175.89
GO,campos belos,788.07
GO,campos verdes,385.6
GO,carmo do rio verde,169.89
GO,castelandia,554.98
GO,catalao,5454.03
GO,cavalcante,158.99
GO,ceres,1905.47
GO,cezarina,13.49
GO,chapadao do ceu,1108.57
GO,cidade ocidental,705.38
GO,cocalzinho de goias,149.9
GO,corumba de goias,126.99
GO,corumbaiba,176.8
GO,cristalina,2112.65
GO,crixas,893.68
GO,crominia,45.9
GO,cumari,199.9
GO,damianopolis,33.64
GO,diorama,196.87
GO,divinopolis de goias,79.0
GO,domiciano ribeiro,114.89
GO,doverlandia,277.92
GO,edeia,472.9
GO,fazenda nova,319.79
GO,firminopolis,613.49
GO,flores de goias,24.99
GO,formosa,5282.15
GO,formoso,39.0
GO,goianapolis,1086.98
GO,goiandira,94.9
GO,goianesia,2044.47
GO,goiania,105486.98
GO,goianira,853.81
GO,goias,1084.21
GO,goiatuba,2347.44
GO,guapo,757.89
GO,hidrolandia,58.99
GO,hidrolina,181.47
GO,iaciara,846.99
GO,inaciolandia,842.99
GO,indiara,369.91
GO,inhumas,2210.83
GO,ipameri,2320.55
GO,ipiranga de goias,119.9
GO,ipora,2025.99
GO,itaberai,1012.08
GO,itaguacu,82.89
GO,itaguari,887.0
GO,itaguaru,84.89
GO,itaja,902.0
GO,itapaci,315.8
GO,itapirapua,459.8
GO,itapuranga,828.78
GO,itumbiara,5156.12
GO,jandaia,23.2
GO,jaragua,610.67
GO,jardim abc de goias,19.99
GO,jatai,10040.37
GO,jaupaci,89.9
GO,jesupolis,159.33
GO,joviania,376.97
GO,jussara,82.79
GO,leopoldo de bulhoes,283.02
GO,luziania,4761.46
GO,mairipotaba,129.77
GO,mambai,816.99
GO,mara rosa,143.9
GO,matrincha,163.29
GO,maurilandia,265.63
GO,mimoso de goias,159.9
GO,minacu,1561.62
GO,mineiros,3379.3
GO,montividiu do norte,17.99
GO,morrinhos,1479.79
GO,morro agudo de goias,32.9
GO,mossamedes,49.99
GO,mozarlandia,677.5
GO,mundo novo,306.0
GO,mutunopolis,24.41
GO,nazario,237.89
GO,neropolis,1297.22
GO,niquelandia,1745.59
GO,nova america,51.0
GO,nova aurora,490.0
GO,nova crixas,153.4
GO,nova roma,49.99
GO,nova veneza,339.95
GO,novo gama,2124.94
GO,novo planalto,27.99
GO,orizona,546.81
GO,ouro verde de goias,82.9
GO,ouvidor,345.0
GO,padre bernardo,195.7
GO,palmeiras de goias,334.8
GO,palminopolis,199.0
GO,paranaiguara,236.89
GO,parauna,556.88
GO,piracanjuba,1893.26
GO,piranhas,718.79
GO,pirenopolis,273.87
GO,pires do rio,3500.83
GO,planaltina,754.24
GO,planaltina de goias,95.6
GO,pontalina,405.0
GO,porangatu,1828.15
GO,portelandia,93.99
GO,posse,3550.25
GO,quirinopolis,1475.95
GO,rianapolis,451.68
GO,rio verde,9450.0
GO,rubiataba,1034.09
GO,sanclerlandia,419.79
GO,santa cruz de goias,709.0
GO,santa fe de goias,1737.69
GO,santa helena de goias,1499.73
GO,santa rita do araguaia,800.25
GO,santo antonio de goias,119.9
GO,santo antonio do descoberto,866.26
GO,sao joao d'alianca,743.53
GO,sao joao da parauna,159.99
GO,sao luis de montes belos,1284.37
GO,sao luiz do norte,129.99
GO,sao miguel do araguaia,1321.15
GO,sao patricio,158.7
GO,sao simao,368.6
GO,senador canedo,1325.67
GO,serranopolis,1002.88
GO,silvania,1208.79
GO,simolandia,138.99
GO,teresina de goias,79.0
GO,trindade,3425.57
GO,trombas,16.97
GO,turvania,83.7
GO,turvelandia,27.3
GO,uruacu,1750.02
GO,uruana,1142.29
GO,urutai,133.48
GO,valparaiso de goias,5437.85
GO,vianopolis,689.57
GO,vicentinopolis,384.8
MA,acailandia,937.79
MA,alcantara,424.8
MA,alto alegre do maranhao,88.9
MA,alto alegre do pindare,199.0
MA,alto parnaiba,777.79
MA,amapa do maranhao,15.9
MA,araguana,119.0
MA,arame,29.99
MA,arari,708.8
MA,bacabal,3243.71
MA,bacuri,315.42
MA,balsas,5274.43
