"state","city","revenue"
SC,jabora,267.9
SC,jacinto machado,260.49
SC,jaguaruna,162.9
SC,jaragua do sul,12966.56
SC,joacaba,4721.0
SC,joinville,34772.57
SC,jose boiteux,119.7
SC,lages,11281.11
SC,laguna,2202.73
SC,lajeado grande,130.0
SC,laurentino,782.41
SC,lauro muller,1449.57
SC,lebon regis,53.9
SC,leoberto leal,24.99
SC,lindoia do sul,103.9
SC,lontras,402.5
SC,luiz alves,114.0
SC,macieira,17.46
SC,mafra,1732.23
SC,major vieira,256.89
SC,maracana,238.0
SC,maravilha,497.17
SC,massaranduba,347.86
SC,meleiro,210.8
SC,mondai,409.0
SC,monte carlo,309.5
SC,monte castelo,78.0
SC,morro da fumaca,1676.0
SC,morro grande,119.8
SC,navegantes,6783.17
SC,nossa senhora de caravaggio,280.0
SC,nova erechim,254.79
SC,nova itaberaba,308.89
SC,nova trento,870.6
SC,nova veneza,422.89
SC,novo horizonte,74.9
SC,orleans,1408.59
SC,otacilio costa,913.29
SC,ouro,278.79
SC,paial,139.99
SC,palhoca,11440.12
SC,palma sola,938.8
SC,palmeira,626.9
SC,palmitos,667.9
SC,papanduva,669.41
SC,paraiso,79.9
SC,passo de torres,587.99
SC,passos maia,208.9
SC,paulo lopes,238.99
SC,penha,2298.09
SC,peritiba,106.9
SC,petrolandia,589.85
SC,picarras,155.0
SC,pinhalzinho,816.86
SC,piratuba,958.98
SC,pomerode,1579.36
SC,ponte alta do norte,39.99
SC,ponte serrada,423.9
SC,porto belo,856.32
SC,porto uniao,3023.65
SC,pouso redondo,597.29
SC,praia grande,452.74
SC,presidente castello branco,19.9
SC,presidente getulio,654.18
SC,presidente nereu,52.99
SC,quilombo,174.78
SC,rancho queimado,312.89
SC,rio das antas,176.8
SC,rio do campo,674.95
SC,rio do oeste,364.89
SC,rio do sul,4777.85
SC,rio dos cedros,49.9
SC,rio fortuna,469.39
SC,rio negrinho,1121.19
SC,rio rufino,59.0
SC,riqueza,248.9
SC,rodeio,849.66
SC,romelandia,159.99
SC,salto veloso,219.8
SC,sangao,264.79
SC,santa cecilia,856.22
SC,santa cruz do timbo,30.99
SC,santa rosa de lima,180.15
SC,santa rosa do sul,199.0
SC,santa terezinha,49.9
SC,santo amaro da imperatriz,3007.31
SC,sao bento do sul,4869.9
SC,sao bernardino,189.9
SC,sao bonifacio,101.0
SC,sao carlos,500.38
SC,sao cristovao do sul,118.99
SC,sao domingos,148.99
SC,sao francisco do sul,1648.08
SC,sao joao batista,1675.22
SC,sao joao do itaperiu,755.99
SC,sao joao do sul,861.0
SC,sao joaquim,1118.98
SC,sao jose,19970.57
SC,sao jose do cedro,486.59
SC,sao jose do cerrito,278.89
SC,sao lourenco do oeste,911.37
SC,sao ludgero,673.32
SC,sao martinho,451.0
SC,sao miguel do oeste,6155.72
SC,sao pedro de alcantara,263.0
SC,saudades,305.84
SC,schroeder,1168.69
SC,seara,730.85
SC,sideropolis,299.7
SC,sombrio,1225.82
SC,taio,5965.23
SC,tangara,354.9
SC,tijucas,3504.74
SC,timbe do sul,212.79
SC,timbo,3957.67
SC,tres barras,297.34
SC,treviso,118.9
SC,treze tilias,885.66
SC,trombudo central,182.89
SC,tubarao,10606.13
SC,tunapolis,315.39
SC,turvo,194.89
SC,uniao do oeste,24.99
SC,urubici,305.69
SC,urussanga,893.68
SC,vargeao,499.9
SC,vargem bonita,710.59
SC,videira,8107.6
SC,witmarsum,147.79
SC,xanxere,3576.27
SC,xavantina,176.02
SC,xaxim,1718.58
SC,zortea,99.8
SE,aquidaba,89.0
SE,aracaju,36495.78
SE,barra dos coqueiros,484.82
SE,boquim,163.9
SE,brejo grande,249.0
SE,campo do brito,76.8
SE,caninde de sao francisco,250.8
SE,capela,580.94
SE,carmopolis,87.31
SE,cedro de sao joao,1999.99
SE,cristinapolis,77.9
SE,estancia,2594.65
SE,general maynard,197.5
SE,graccho cardoso,610.0
SE,indiaroba,48.0
SE,itabaiana,3185.67
SE,itabaianinha,157.8
SE,itabi,89.9
SE,itaporanga d'ajuda,159.99
SE,japaratuba,99.99
SE,japoata,179.9
SE,lagarto,1955.43
SE,macambira,173.9
SE,malhador,23.99
SE,monte alegre de sergipe,80.0
SE,neopolis,235.0
SE,nossa senhora da gloria,59.9
SE,nossa senhora das dores,559.0
SE,nossa senhora de lourdes,79.99
SE,nossa senhora do socorro,2282.92
SE,pinhao,420.0
SE,pirambu,289.0
SE,poco redondo,419.8
SE,poco verde,447.8
SE,propria,483.89
SE,riachuelo,39.97
SE,ribeiropolis,65.0
SE,santo amaro das brotas,19.9
SE,sao cristovao,618.69
SE,sao francisco,869.0
SE,sao miguel do aleixo,20.0
SE,simao dias,828.48
SE,telha,212.4
SE,tobias barreto,209.99
SE,tomar do geru,228.79
SE,umbauba,178.9
SP,adamantina,5425.97
SP,adolfo,373.8
SP,agisse,43.0
SP,aguai,2111.48
SP,aguas da prata,1028.28
SP,aguas de lindoia,3092.59
SP,aguas de santa barbara,154.9
SP,aguas de sao pedro,274.99
SP,agudos,1265.3
SP,ajapi,108.0
SP,alambari,179.88
SP,alfredo marcondes,129.0
SP,altinopolis,1428.8
SP,aluminio,1252.15
SP,alvares florence,185.76
SP,alvares machado,4022.57
SP,alvaro de carvalho,358.0
SP,americana,24926.37
SP,americo brasiliense,2360.1
SP,americo de campos,279.9
SP,amparo,11751.58
SP,analandia,511.03
SP,andradina,6794.42
SP,angatuba,818.75
SP,anhembi,106.9
SP,anhumas,58.99
SP,aparecida,3740.96
SP,aparecida d'oeste,19.9
SP,aparecida de monte alto,179.9
SP,aparecida de sao manuel,226.3
SP,apiai,547.57
SP,aracariguama,694.85
SP,aracatuba,16733.59
SP,aracoiaba da serra,1511.57
SP,aramina,97.9
SP,arandu,345.5
SP,arapei,324.89
SP,araraquara,20352.07
SP,araras,13327.37
SP,arealva,266.68
SP,areias,441.86
SP,areiopolis,896.49
SP,ariranha,531.49
SP,artur nogueira,6029.68
SP,aruja,7614.78
SP,assis,12199.23
SP,atibaia,20913.21
SP,auriflama,1871.66
SP,avai,179.99
SP,avanhandava,757.68
SP,avare,8382.97
SP,bady bassitt,594.7
SP,balbinos,55.32
SP,balsamo,1257.23
SP,bananal,716.65
SP,bandeirantes d'oeste,49.99
SP,barao ataliba nogueira,1300.0
SP,bariri,2706.45
SP,barra bonita,4122.43
SP,barra do turvo,293.9
SP,barretos,9500.97
SP,barrinha,3036.93
SP,barueri,51188.45
SP,bastos,1399.6
SP,batatais,5574.8
SP,bauru,39462.26
SP,bebedouro,4884.9
SP,bento de abreu,327.98
SP,bernardino de campos,256.09
SP,bertioga,9520.55
SP,bilac,710.52
SP,birigui,14611.34
SP,biritiba-mirim,1381.72
SP,boa esperanca do sul,836.9
SP,bocaina,1391.9
SP,bofete,2157.59
SP,boituva,7412.05
SP,bom jesus dos perdoes,1608.73
SP,bonfim paulista,2457.37
SP,bora,119.9
SP,boraceia,29.0
SP,borborema,842.95
SP,botelho,189.98
SP,botucatu,17179.5
SP,braganca paulista,20127.62
SP,brauna,400.79
SP,brodowski,1020.54
SP,brotas,1073.08
SP,buri,938.32
SP,buritama,1024.24
SP,buritizal,66.99
SP,cabralia paulista,207.29
SP,cabreuva,720.6
SP,cacapava,10160.07
SP,cachoeira paulista,3292.0
SP,caconde,1628.19
SP,cafelandia,729.2
SP,caieiras,13624.52
SP,caiua,146.0
SP,cajamar,9873.27
SP,cajati,1821.32
SP,cajobi,1018.43
SP,cajuru,643.76
SP,campina do monte alegre,237.9
SP,campinas,187347.95
SP,campo limpo paulista,5013.34
SP,campos do jordao,3261.1
SP,cananeia,727.66
SP,candido mota,1573.29
SP,candido rodrigues,81.79
SP,canitar,287.25
SP,capao bonito,3078.97
SP,capela do alto,833.99
SP,capivari,4678.26
SP,caraguatatuba,13408.16
SP,carapicuiba,32275.35
SP,cardoso,944.81
SP,casa branca,1130.58
SP,cassia dos coqueiros,74.9
SP,castilho,2822.21
SP,catanduva,10149.83
SP,catigua,668.57
SP,cedral,458.34
SP,cerqueira cesar,3701.52
SP,cerquilho,3299.91
SP,cesario lange,1966.5
SP,charqueada,993.77
SP,chavantes,926.52
SP,cipo-guacu,69.99
SP,clementina,397.54
SP,colina,608.68
SP,colombia,377.72
SP,conchal,2075.24
SP,conchas,1213.02
SP,cordeiropolis,1338.05
SP,coroados,209.9
SP,coronel macedo,92.9
SP,corumbatai,49.59
SP,cosmopolis,6747.8
SP,cosmorama,973.98
SP,cotia,31052.39
SP,cravinhos,2363.95
SP,cristais paulista,543.78
SP,cruzalia,292.4
SP,cruzeiro,6109.5
SP,cubatao,6996.03
SP,cunha,2845.12
SP,descalvado,1231.74
SP,diadema,29362.27
SP,divinolandia,1370.68
SP,dobrada,437.5
SP,dois corregos,1233.69
SP,dourado,920.43
SP,dracena,4538.05
SP,duartina,1252.67
SP,dumont,714.7
SP,echapora,787.47
SP,eldorado,524.76
SP,elias fausto,396.4
SP,elisiario,49.0
SP,embauba,399.0
SP,embu,1517.88
SP,embu das artes,20727.72
SP,embu-guacu,6244.68
SP,emilianopolis,169.85
SP,engenheiro balduino,179.6
SP,engenheiro coelho,1089.47
SP,espigao,74.89
SP,espirito santo do pinhal,2160.02
SP,espirito santo do turvo,229.7
SP,estiva gerbi,964.26
SP,estrela d oeste,134.9
SP,estrela d'oeste,227.07
SP,estrela do norte,173.79
SP,euclides da cunha paulista,163.25
SP,fartura,1771.41
SP,fernando prestes,591.48
SP,fernandopolis,7445.06
SP,fernao,29.0
SP,ferraz de vasconcelos,15618.38
SP,flora rica,200.0
SP,floreal,192.89
SP,florida paulista,353.79
SP,florinia,41.5
SP,franca,22443.73
SP,francisco morato,9365.31
SP,franco da rocha,10122.2
SP,gabriel monteiro,34.9
SP,galia,199.0
SP,garca,3013.41
SP,gastao vidigal,216.88
SP,gaviao peixoto,94.89
SP,general salgado,493.59
SP,getulina,99.8
SP,glicerio,333.99
SP,guaicara,767.23
SP,guaira,3698.54
SP,guapiacu,906.98
SP,guapiara,210.29
SP,guara,1093.7
SP,guaracai,541.49
SP,guaraci,479.8
SP,guaranta,569.29
SP,guarapua,60.0
SP,guararapes,3370.84
SP,guararema,1189.56
SP,guaratingueta,14751.12
SP,guarei,1098.29
SP,guariba,1608.43
SP,guariroba,289.99
SP,guaruja,29773.76
SP,guarulhos,144188.49
SP,guatapara,75.0
SP,guzolandia,101.62
SP,herculandia,184.89
SP,holambra,2719.2
SP,holambra ii,919.68
SP,hortolandia,16421.21
SP,iacanga,329.39
SP,iacri,56.98
SP,iaras,79.99
SP,ibate,1652.59
SP,ibira,808.73
SP,ibirarema,426.88
SP,ibitinga,2911.26
SP,ibitiuva,14.9
SP,ibiuna,3439.52
SP,icem,885.97
SP,iepe,289.58
SP,igaracu do tiete,107.69
SP,igarapava,791.09
SP,igarata,764.09
SP,iguape,1359.57
SP,ilha comprida,212.98
SP,ilha solteira,2299.44
SP,ilhabela,3286.28
SP,indaiatuba,37234.2
SP,indiana,343.89
SP,indiapora,356.67
SP,inubia paulista,304.98
SP,ipaussu,1228.72
SP,ipero,2659.28
SP,ipigua,247.24
SP,ipua,2031.49
SP,iracemapolis,1251.88
SP,irape,379.98
SP,irapua,198.8
SP,irapuru,889.48
SP,itabera,1366.14
SP,itai,1757.58
SP,itajobi,1653.95
SP,itaju,927.8
SP,itanhaem,10506.24
SP,itaoca,55.8
SP,itapecerica da serra,8738.78
SP,itapetininga,12232.88
SP,itapeva,6360.23
SP,itapevi,18348.91
SP,itapira,7519.54
SP,itapirapua paulista,479.8
SP,itapolis,3363.99
SP,itaporanga,2237.28
SP,itapui,1307.09
SP,itapura,351.87
SP,itaquaquecetuba,18415.25
SP,itarare,3915.3
SP,itariri,1259.32
SP,itatiba,12049.31
SP,itatinga,1760.15
SP,itirapina,142.9
SP,itobi,472.68
SP,itu,12637.13
SP,itupeva,5355.51
SP,ituverava,3783.73
SP,jaborandi,126.29
SP,jaboticabal,6706.02
SP,jacare,810.04
SP,jacarei,18456.23
SP,jaci,115.89
SP,jacupiranga,785.8
SP,jaguariuna,8312.47
SP,jales,3173.05
SP,jamaica,59.0
SP,jambeiro,329.26
SP,jandira,8260.47
SP,jardinopolis,1600.05
SP,jarinu,1450.38
SP,jau,9460.56
SP,jeriquara,129.0
SP,joanopolis,824.6
SP,joao ramalho,407.89
SP,jose bonifacio,1486.34
SP,julio mesquita,909.99
SP,jumirim,337.6
SP,jundiai,81324.79
SP,junqueiropolis,2029.24
SP,juquia,710.08
SP,juquitiba,3073.87
SP,lagoinha,605.98
SP,laranjal paulista,2209.33
SP,lavinia,326.8
SP,lavrinhas,599.9
SP,leme,7858.02
SP,lencois paulista,6720.22
SP,limeira,22151.09
SP,lindoia,606.03
SP,lins,9171.06
SP,lorena,7965.02
SP,lourdes,193.7
SP,louveira,4777.82
SP,lucelia,961.35
SP,lucianopolis,142.9
SP,luis antonio,980.08
SP,luiziania,225.49
SP,lupercio,133.79
SP,lutecia,887.0
SP,macatuba,2984.64
SP,macaubal,89.8
SP,macedonia,334.21
SP,magda,458.99
SP,mairinque,2860.12
SP,mairipora,9087.38
SP,manduri,239.62
SP,maracai,1114.58
SP,mariapolis,111.9
SP,marilia,33904.28
SP,marinopolis,158.88
SP,maristela,639.32
SP,martinopolis,3708.09
SP,matao,7207.71
SP,maua,43310.07
SP,mendonca,230.37
SP,meridiano,119.0
SP,miguelopolis,1984.27
SP,mineiros do tiete,216.15
SP,mira estrela,198.0
SP,miracatu,863.99
SP,mirandopolis,1274.99
SP,mirante do paranapanema,199.7
SP,mirassol,5850.89
SP,mococa,6295.97
SP,mogi das cruzes,52007.78
SP,mogi mirim,9010.97
SP,mogi-guacu,12324.92
SP,mogi-mirim,89.8
SP,mombuca,107.14
SP,moncoes,346.98
SP,mongagua,5147.73
SP,monte alegre do sul,4181.79
SP,monte alto,2549.01
SP,monte aprazivel,948.11
SP,monte azul paulista,2887.91
SP,monte castelo,91.5
SP,monte mor,4544.84
SP,morro agudo,1850.95
SP,morungaba,582.69
SP,motuca,283.9
SP,murutinga do sul,809.0
SP,nantes,79.0
SP,narandiba,408.98
SP,natividade da serra,125.0
SP,nazare paulista,815.64
SP,neves paulista,112.58
SP,nhandeara,630.26
SP,nipoa,337.8
SP,nossa senhora do remedio,131.9
SP,nova campina,156.5
SP,nova canaa paulista,109.89
SP,nova europa,634.44
SP,nova granada,1790.33
SP,nova guataporanga,75.0
SP,nova independencia,23.9
SP,nova luzitania,22.9
SP,nova odessa,4438.61
SP,novais,99.9
SP,novo horizonte,2798.39
SP,nuporanga,821.8
SP,ocaucu,241.6
SP,oleo,59.9
SP,olimpia,5862.54
SP,onda verde,69.81
SP,oriente,1017.27
SP,orindiuva,541.78
SP,orlandia,4027.32
SP,osasco,82077.96
SP,oscar bressane,301.8
SP,osvaldo cruz,1786.46
SP,ourinhos,12543.03
SP,ouro verde,307.97
SP,ouroeste,1235.19
SP,pacaembu,1505.29
SP,palestina,499.55
SP,palmares paulista,59.9
SP,palmeira d oeste,49.9
SP,palmeira d'oeste,319.18
SP,palmital,1760.16
SP,panorama,404.39
SP,paraguacu paulista,2766.8
SP,paraibuna,1610.99
SP,paraiso,770.78
SP,paranapanema,560.45
SP,paranapua,64.99
SP,parapua,1178.4
SP,pardinho,272.8
SP,pariquera-acu,1765.1
SP,parisi,34.49
SP,patrocinio paulista,1059.2
SP,pauliceia,941.37
SP,paulinia,16658.69
SP,paulistania,99.0
SP,paulo de faria,588.58
SP,pederneiras,3007.07
SP,pedra bela,460.9
SP,pedranopolis,59.9
SP,pedregulho,1039.4
SP,pedreira,2893.6
SP,pedrinhas paulista,420.87
SP,pedro de toledo,833.11
SP,penapolis,4776.58
SP,pereira barreto,4294.72
SP,pereiras,54.99
SP,peruibe,6681.02
SP,piacatu,51.19
SP,piedade,2852.76
SP,pilar do sul,1002.36
SP,pindamonhangaba,13070.16
SP,pindorama,368.9
SP,pinhalzinho,1300.42
SP,pinheiros,199.99
SP,piquerobi,85.0
SP,piquete,771.09
SP,piracaia,2764.83
SP,piracicaba,52208.08
SP,piraju,4954.98
SP,pirajui,1583.52
SP,pirangi,1199.99
SP,pirapora do bom jesus,2744.66
SP,pirapozinho,1319.37
SP,pirassununga,8400.34
SP,piratininga,2449.18
SP,pitangueiras,1362.62
SP,planalto,69.99
SP,poa,9263.46
SP,poloni,163.12
SP,pompeia,1907.08
SP,pongai,343.8
SP,pontal,1097.38
SP,pontalinda,60.8
SP,pontes gestal,89.99
SP,populina,47.6
SP,porangaba,166.39
SP,porto feliz,3108.97
SP,porto ferreira,2000.7
SP,potim,249.8
SP,potirendaba,823.32
SP,pradopolis,901.0
SP,praia grande,38948.58
SP,presidente alves,112.61
SP,presidente bernardes,496.85
SP,presidente epitacio,2572.52
SP,presidente prudente,26196.13
SP,presidente venceslau,4030.89
SP,primavera,996.78
SP,promissao,4369.85
SP,quadra,443.9
SP,quata,3147.46
SP,queiroz,45.0
SP,queluz,213.74
SP,quintana,353.0
SP,rafard,556.4
SP,rancharia,2713.19
SP,rechan,288.8
SP,redencao da serra,89.9
SP,regente feijo,897.01
SP,reginopolis,1552.99
SP,registro,6288.47
SP,ribeira,209.28
SP,ribeirao bonito,727.29
SP,ribeirao branco,452.99
SP,ribeirao do sul,357.9
SP,ribeirao pires,10149.63
SP,ribeirao preto,65137.21
SP,rifaina,552.8
SP,rincao,79.0
SP,rinopolis,104.89
SP,rio claro,20124.58
SP,rio das pedras,1027.64
SP,rio grande da serra,2264.3
SP,riolandia,398.8
SP,riversul,89.9
SP,rosana,236.6
SP,roseira,423.68
SP,rubiacea,218.8
SP,rubineia,100.0
SP,sabino,723.0
SP,sales,356.52
SP,sales oliveira,538.15
SP,salesopolis,1146.52
SP,salmourao,59.88
SP,saltinho,1164.79
SP,salto,10529.49
SP,salto de pirapora,1130.59
SP,salto grande,640.0
SP,santa adelia,1609.65
SP,santa albertina,686.39
SP,santa barbara d oeste,170.92
SP,santa barbara d'oeste,13251.08
SP,santa branca,763.76
SP,santa clara d'oeste,99.99
SP,santa cruz da conceicao,408.9
SP,santa cruz das palmeiras,580.59
SP,santa cruz do rio pardo,2621.48
SP,santa ernestina,208.16
SP,santa fe do sul,3994.67
SP,santa gertrudes,1194.21
SP,santa isabel,2788.47
SP,santa lucia,388.89
SP,santa maria da serra,143.64
SP,santa mercedes,226.99
SP,santa rita d'oeste,178.57
SP,santa rita do passa quatro,2123.97
SP,santa rosa de viterbo,1818.22
SP,santa salete,81.99
SP,santana de parnaiba,23294.05
SP,santo anastacio,1884.6
SP,santo andre,91886.19
SP,santo antonio da alegria,206.79
SP,santo antonio de posse,5027.89
SP,santo antonio do aracangua,1099.0
SP,santo antonio do jardim,271.02
SP,santo antonio do pinhal,1128.9
SP,santo expedito,280.0
SP,santos,98323.76
SP,sao bento do sapucai,630.54
SP,sao bernardo do campo,104438.2
SP,sao caetano do sul,32362.7
SP,sao carlos,29721.96
SP,sao francisco,120.87
SP,sao joao da boa vista,11536.91
SP,sao joao de iracema,168.38
SP,sao joaquim da barra,4167.52
SP,sao jose da bela vista,310.84
SP,sao jose do barreiro,207.59
SP,sao jose do rio pardo,4968.24
SP,sao jose do rio preto,47070.55
SP,sao jose dos campos,78539.94
SP,sao lourenco da serra,1151.95
SP,sao luis do paraitinga,882.49
SP,sao manuel,3278.99
SP,sao miguel arcanjo,1311.09
SP,sao paulo,1911821.37
SP,sao pedro,3683.54
SP,sao pedro do turvo,88.9
SP,sao roque,9602.33
SP,sao sebastiao,8785.36
SP,sao sebastiao da grama,1024.79
SP,sao sebastiao da serra,157.9
SP,sao simao,1297.89
SP,sao vicente,21107.09
SP,sarapui,248.88
SP,sarutaia,59.9
SP,serra azul,72.5
SP,serra negra,3167.63
SP,serrana,917.9
SP,sertaozinho,6859.23
SP,sete barras,229.69
SP,severinia,466.13
SP,silveiras,406.5
SP,socorro,2319.45
SP,sorocaba,76704.66
SP,sud mennucci,377.87
SP,sumare,21487.92
SP,suzanapolis,76.9
SP,suzano,24999.98
SP,tabapua,1322.96
SP,tabatinga,389.69
SP,taboao da serra,35733.3
SP,taciba,348.98
SP,taguai,707.34
SP,taiacu,60.5
SP,taiuva,881.54
SP,tambau,1513.43
SP,tanabi,1404.39
SP,tapinas,89.99
SP,tapirai,108.65
SP,tapiratiba,2601.22
SP,taquaritinga,4604.03
SP,taquarituba,2548.52
SP,taquarivai,674.89
SP,tarabai,982.35
SP,taruma,997.72
SP,tatui,11131.23
SP,taubate,29603.17
SP,tecainda,149.99
SP,tejupa,335.18
SP,teodoro sampaio,1259.77
SP,termas de ibira,71.9
SP,terra roxa,465.88
SP,tiete,4142.82
SP,timburi,343.3
SP,torrinha,422.67
SP,trabiju,259.99
SP,tremembe,4876.03
SP,tres fronteiras,350.39
SP,tuiuti,49.0
SP,tupa,6483.03
SP,tupi paulista,459.41
SP,turmalina,28.0
SP,ubatuba,8900.83
SP,ubirajara,79.9
SP,uchoa,582.64
SP,urania,885.72
SP,urupes,1150.14
SP,valentim gentil,372.03
SP,valinhos,22458.55
SP,valparaiso,506.92
SP,vargem,48.9
SP,vargem grande do sul,864.6
SP,vargem grande paulista,4634.55
SP,varzea paulista,10780.18
SP,venda branca,117.3
SP,vera cruz,1052.17
SP,vinhedo,9152.87
SP,viradouro,2081.54
SP,vista alegre do alto,272.99
SP,votorantim,10901.22
SP,votuporanga,8372.9
SP,zacarias,198.8
TO,alianca do tocantins,162.79
TO,almas,78.0
TO,alvorada,1572.47
TO,ananas,96.8
TO,aparecida do rio negro,115.0
TO,araguacu,129.5
TO,araguaina,8203.54
TO,araguatins,681.98
TO,arapoema,55.9
TO,arraias,197.9
TO,augustinopolis,107.0
TO,bandeirantes do tocantins,369.98
TO,barrolandia,80.99
TO,buriti do tocantins,59.9
TO,cariri do tocantins,270.89
TO,carmolandia,129.0
TO,centenario,134.99
TO,colinas do tocantins,510.5
TO,colmeia,105.0
TO,combinado,29.0
TO,conceicao do tocantins,367.97
TO,couto de magalhaes,194.89
TO,cristalandia,948.69
TO,dianopolis,822.95
TO,divinopolis do tocantins,120.99
TO,duere,115.9
TO,esperantina,84.44
TO,fatima,59.9
TO,formoso do araguaia,251.28
TO,goianorte,184.99
TO,guarai,1156.6
TO,gurupi,5229.29
TO,lagoa da confusao,699.99
TO,lajeado,120.0
TO,miranorte,635.9
TO,natividade,349.9
TO,nova olinda,29.9
TO,novo alegre,279.99
TO,novo jardim,23.9
TO,palmas,17821.1
TO,paraiso do tocantins,1799.04
TO,parana,108.88
TO,pedro afonso,235.89
TO,peixe,89.99
TO,pequizeiro,219.99
TO,pindorama do tocantins,99.66
TO,pium,20.0
TO,porto nacional,1577.68
TO,praia norte,79.0
TO,pugmil,114.9
TO,sandolandia,799.0
TO,silvanopolis,229.99
TO,sitio novo do tocantins,314.9
TO,taguatinga,355.79
TO,tocantinopolis,731.65
TO,xambioa,333.68
